date,product_name,category,brand,quantity_sold,price_per_quantity,total_price
2024-03-10,BambinoPasta,Pasta,Bambino,14,49.2,688.8000000000001
2024-03-21,LiptonTea,Tea,Lipton,21,98.61,2070.81
2024-03-24,AshirvadFlour,Flour,Ashirvad,2,53.82,107.64
2024-03-04,LiptonTea,Tea,Lipton,22,34.07,749.54
2024-03-21,KhidriDates,Dates,Khidri,49,37.57,1840.93
2024-03-02,LittleHeartsBiscuit,Biscuit,LittleHearts,72,77.47,5577.84
2024-03-10,SaffolaOil,Oil,Saffola,18,37.8,680.4
2024-03-23,LifeBuoySanitizer,Sanitizer,LifeBuoy,59,39.03,2302.77
2024-03-07,PopcornMix,PopcornMix,,63,38.9,2450.7
2024-03-09,SunsilkShampoo,Shampoo,Sunsilk,57,55.03,3136.71
2024-03-22,PopiePopcornMix,PopcornMix,Popie,53,52.56,2785.6800000000003
2024-03-17,AjwaDates,Dates,Ajwa,46,40.1,1844.6000000000001
2024-03-25,RamenNoodles,Noodles,Ramen,85,30.15,2562.75
2024-03-11,AachiVegMasala,VegMasala,Aachi,85,65.99,5609.15
2024-03-26,HersheyChocolate,Chocolate,Hershey,10,97.95,979.5
2024-03-20,CranberryWalnuts,Walnuts,Cranberry,57,84.94,4841.58
2024-03-22,KimiaDates,Dates,Kimia,92,96.38,8866.96
2024-03-13,EasternChickenMasala,ChickenMasala,Eastern,92,11.66,1072.72
2024-03-05,MTRVegMasala,VegMasala,MTR,56,61.16,3424.96
2024-03-26,MindfulAlmonds,Almonds,Mindful,74,26.25,1942.5
2024-03-06,AmulChocolate,Chocolate,Amul,86,55.4,4764.4
2024-03-12,MTRVegMasala,VegMasala,MTR,81,30.34,2457.54
2024-03-22,OatsBreakfast,Breakfast,Oats,1,39.6,39.6
2024-03-19,MdhChickenMasala,ChickenMasala,Mdh,97,40.95,3972.15
2024-03-21,ChocosBreakfast,Breakfast,Chocos,33,12.09,398.96999999999997
2024-03-16,HamamSanitizer,Sanitizer,Hamam,55,49.15,2703.25
2024-03-17,ContinentalCoffee,Coffee,Continental,58,34.47,1999.26
2024-03-02,VedakaPasta,Pasta,Vedaka,30,16.94,508.20000000000005
2024-03-31,DoveShampoo,Shampoo,Dove,69,66.6,4595.4
2024-03-11,KellogsBreakfast,Breakfast,Kellogs,49,34.06,1668.94
2024-03-04,PatanjaliFlour,Flour,Patanjali,54,88.27,4766.58
2024-03-02,TajMahalTea,Tea,TajMahal,78,69.35,5409.299999999999
2024-03-09,DailyCrunchAlmonds,Almonds,DailyCrunch,48,46.51,2232.48
2024-03-01,KissanKetchup,Ketchup,Kissan,92,73.26,6739.92
2024-03-09,NutrichoiceBiscuit,Biscuit,Nutrichoice,98,64.73,6343.54
2024-03-21,DelMontePasta,Pasta,DelMonte,23,89.05,2048.15
2024-03-16,BrazilNutsAlmonds,Almonds,BrazilNuts,83,16.12,1337.96
2024-03-06,BasmatiRice,Rice,Basmati,10,25.94,259.40000000000003
2024-03-28,LiptonTea,Tea,Lipton,65,88.04,5722.6
2024-03-15,KhidriDates,Dates,Khidri,78,16.47,1284.6599999999999
2024-03-08,NutrigrainFlour,Flour,Nutrigrain,59,28.86,1702.74
2024-03-08,TideDetergent,Detergent,Tide,15,31.17,467.55
2024-03-20,3RosesTea,Tea,3Roses,67,35.36,2369.12
2024-03-09,EasternChickenMasala,ChickenMasala,Eastern,64,96.36,6167.04
2024-03-07,AmulChocolate,Chocolate,Amul,92,51.26,4715.92
2024-03-22,NutrichoiceBiscuit,Biscuit,Nutrichoice,89,67.11,5972.79
2024-03-21,MaggieNoodles,Noodles,Maggie,62,43.77,2713.7400000000002
2024-03-24,KimiaDates,Dates,Kimia,65,78.25,5086.25
2024-03-16,LiptonTea,Tea,Lipton,42,39.33,1651.86
2024-03-13,OreoBiscuit,Biscuit,Oreo,45,30.67,1380.15
2024-03-31,3RosesTea,Tea,3Roses,76,28.13,2137.88
2024-03-27,RinDetergent,Detergent,Rin,34,90.96,3092.64
2024-03-21,PopcornMix,PopcornMix,,84,12.52,1051.68
2024-03-27,FortuneOil,Oil,Fortune,37,71.09,2630.33
2024-03-09,WhikasCatFood,CatFood,Whikas,3,86.06,258.18
2024-03-16,SunflowerOil,Oil,Sunflower,20,73.95,1479.0
2024-03-28,AjwaDates,Dates,Ajwa,39,56.37,2198.43
2024-03-22,AachiVegMasala,VegMasala,Aachi,40,40.9,1636.0
2024-03-23,DelMontePasta,Pasta,DelMonte,24,94.36,2264.64
2024-03-19,ChocosBreakfast,Breakfast,Chocos,3,35.56,106.68
2024-03-06,LifeBuoySanitizer,Sanitizer,LifeBuoy,81,72.18,5846.580000000001
2024-03-11,MadhurSugar,Sugar,Madhur,18,29.64,533.52
2024-03-14,PopiePopcornMix,PopcornMix,Popie,30,35.15,1054.5
2024-03-16,MaggieNoodles,Noodles,Maggie,73,89.46,6530.58
2024-03-10,ActIIPopcornMix,PopcornMix,ActII,8,97.7,781.6
2024-03-03,RinDetergent,Detergent,Rin,59,34.46,2033.14
2024-03-03,RinDetergent,Detergent,Rin,39,92.77,3618.0299999999997
2024-03-23,PopiePopcornMix,PopcornMix,Popie,44,79.99,3519.56
2024-03-19,HoneyBaeSugar,Sugar,HoneyBae,9,91.99,827.91
2024-03-16,RinDetergent,Detergent,Rin,89,83.57,7437.73
2024-03-03,TajMahalTea,Tea,TajMahal,30,83.22,2496.6
2024-03-20,LiptonTea,Tea,Lipton,88,66.48,5850.240000000001
2024-03-07,OatsBreakfast,Breakfast,Oats,78,69.32,5406.959999999999
2024-03-25,KissanKetchup,Ketchup,Kissan,95,51.97,4937.15
2024-03-18,OreoBiscuit,Biscuit,Oreo,59,44.46,2623.14
2024-03-10,Head&ShouldersShampoo,Shampoo,Head&Shoulders,66,63.53,4192.9800000000005
2024-03-06,SaffolaOil,Oil,Saffola,68,53.0,3604.0
2024-03-30,NutrigrainFlour,Flour,Nutrigrain,31,19.89,616.59
2024-03-20,AashirvadSalt,Salt,Aashirvad,49,48.45,2374.05
2024-03-26,OatsBreakfast,Breakfast,Oats,45,65.26,2936.7000000000003
2024-03-10,AmulChocolate,Chocolate,Amul,81,43.92,3557.52
2024-03-13,ParrysSugar,Sugar,Parrys,2,45.21,90.42
2024-03-23,KissanKetchup,Ketchup,Kissan,33,63.72,2102.7599999999998
2024-03-25,SakthiVegMasala,VegMasala,Sakthi,31,99.71,3091.0099999999998
2024-03-03,LiptonTea,Tea,Lipton,36,81.1,2919.6
2024-03-26,LagomWalnuts,Walnuts,Lagom,44,24.76,1089.44
2024-03-04,KhidriDates,Dates,Khidri,89,84.24,7497.36
2024-03-08,AachiVegMasala,VegMasala,Aachi,76,82.09,6238.84
2024-03-10,SunflowerOil,Oil,Sunflower,25,21.48,537.0
2024-03-25,DailyCrunchAlmonds,Almonds,DailyCrunch,59,45.4,2678.6
2024-03-17,WhikasCatFood,CatFood,Whikas,66,51.27,3383.82
2024-03-26,LifeBuoySanitizer,Sanitizer,LifeBuoy,58,50.45,2926.1000000000004
2024-03-08,NescafeCoffee,Coffee,Nescafe,67,88.92,5957.64
2024-03-05,LittleHeartsBiscuit,Biscuit,LittleHearts,91,63.65,5792.15
2024-03-18,HersheyChocolate,Chocolate,Hershey,21,12.3,258.3
2024-03-14,CountryBeanCoffee,Coffee,CountryBean,40,18.55,742.0
2024-03-08,AashirvadSalt,Salt,Aashirvad,47,54.61,2566.67
2024-03-04,FelineFeastCatFood,CatFood,FelineFeast,26,28.38,737.88
2024-03-07,DettolSanitizer,Sanitizer,Dettol,58,75.42,4374.36
2024-03-08,FortuneOil,Oil,Fortune,83,97.44,8087.5199999999995
2024-03-11,NutrigrainFlour,Flour,Nutrigrain,100,81.8,8180.0
2024-03-02,WhikasCatFood,CatFood,Whikas,5,98.3,491.5
2024-03-31,BrazilNutsAlmonds,Almonds,BrazilNuts,94,14.65,1377.1000000000001
2024-03-22,PatanjaliFlour,Flour,Patanjali,54,38.21,2063.34
2024-03-19,BambinoPasta,Pasta,Bambino,35,58.54,2048.9
2024-03-25,HeinzKetchup,Ketchup,Heinz,54,21.47,1159.3799999999999
2024-03-24,PatanjaliRice,Rice,Patanjali,95,55.65,5286.75
2024-03-25,AjwaDates,Dates,Ajwa,53,12.3,651.9000000000001
2024-03-07,FarmelyWalnuts,Walnuts,Farmely,65,15.41,1001.65
2024-03-03,LifeBuoySanitizer,Sanitizer,LifeBuoy,68,65.72,4468.96
2024-03-30,BambinoPasta,Pasta,Bambino,82,44.42,3642.44
2024-03-24,MaggieNoodles,Noodles,Maggie,82,41.91,3436.62
2024-03-18,PopcornMix,PopcornMix,,88,26.74,2353.12
2024-03-08,PatanjaliFlour,Flour,Patanjali,57,67.32,3837.24
2024-03-22,EasternChickenMasala,ChickenMasala,Eastern,96,25.86,2482.56
2024-03-25,HamamSanitizer,Sanitizer,Hamam,32,46.5,1488.0
2024-03-10,OhmsKetchup,Ketchup,Ohms,46,56.06,2578.76
2024-03-02,PopcornMix,PopcornMix,,19,86.74,1648.06
2024-03-11,PopcornMix,PopcornMix,,41,21.65,887.65
2024-03-13,BasmatiRice,Rice,Basmati,24,77.94,1870.56
2024-03-01,CountryBeanCoffee,Coffee,CountryBean,89,43.53,3874.17
2024-03-31,MadhurSugar,Sugar,Madhur,78,89.23,6959.9400000000005
2024-03-17,RamenNoodles,Noodles,Ramen,96,35.42,3400.32
2024-03-15,MadhurSugar,Sugar,Madhur,32,28.58,914.56
2024-03-15,LagomWalnuts,Walnuts,Lagom,23,94.18,2166.1400000000003
2024-03-18,BrazilNutsAlmonds,Almonds,BrazilNuts,82,28.38,2327.16
2024-03-28,KissanKetchup,Ketchup,Kissan,44,32.37,1424.28
2024-03-18,KellogsBreakfast,Breakfast,Kellogs,6,74.75,448.5
2024-03-15,DoveShampoo,Shampoo,Dove,73,43.95,3208.3500000000004
2024-03-11,BasmatiRice,Rice,Basmati,54,34.07,1839.78
2024-03-15,EasternChickenMasala,ChickenMasala,Eastern,46,37.96,1746.16
2024-03-24,PopiePopcornMix,PopcornMix,Popie,57,34.34,1957.38
2024-03-16,ParrysSugar,Sugar,Parrys,38,98.25,3733.5
2024-03-10,FelineFeastCatFood,CatFood,FelineFeast,66,96.33,6357.78
2024-03-20,ActIIPopcornMix,PopcornMix,ActII,76,20.45,1554.2
2024-03-07,NutrichoiceBiscuit,Biscuit,Nutrichoice,88,42.51,3740.8799999999997
2024-03-26,SakthiVegMasala,VegMasala,Sakthi,8,57.92,463.36
2024-03-14,SurfExcelDetergent,Detergent,SurfExcel,95,89.1,8464.5
2024-03-16,FortuneOil,Oil,Fortune,49,87.18,4271.820000000001
2024-03-12,SurfExcelDetergent,Detergent,SurfExcel,9,35.02,315.18
2024-03-06,RinDetergent,Detergent,Rin,98,17.08,1673.84
2024-03-14,MindfulAlmonds,Almonds,Mindful,3,25.78,77.34
2024-03-17,HoneyBaeSugar,Sugar,HoneyBae,15,91.75,1376.25
2024-03-23,NutrigrainFlour,Flour,Nutrigrain,55,13.24,728.2
2024-03-18,LagomWalnuts,Walnuts,Lagom,74,76.74,5678.759999999999
2024-03-15,PopcornMix,PopcornMix,,73,84.18,6145.14
2024-03-12,NutrichoiceBiscuit,Biscuit,Nutrichoice,94,51.39,4830.66
2024-03-29,MindfulAlmonds,Almonds,Mindful,66,28.01,1848.66
2024-03-01,HamamSanitizer,Sanitizer,Hamam,88,47.16,4150.08
2024-03-30,KimiaDates,Dates,Kimia,36,12.21,439.56000000000006
2024-03-03,ParrysSugar,Sugar,Parrys,59,11.53,680.27
2024-03-31,HersheyChocolate,Chocolate,Hershey,9,91.0,819.0
2024-03-04,LagomWalnuts,Walnuts,Lagom,29,18.82,545.78
2024-03-30,SunsilkShampoo,Shampoo,Sunsilk,22,98.38,2164.3599999999997
2024-03-06,CountryBeanCoffee,Coffee,CountryBean,54,91.65,4949.1
2024-03-23,IndiaGateRice,Rice,IndiaGate,4,86.35,345.4
2024-03-16,SunflowerOil,Oil,Sunflower,29,56.94,1651.26
2024-03-27,AjwaDates,Dates,Ajwa,100,14.83,1483.0
2024-03-04,PopcornMix,PopcornMix,,38,12.16,462.08
2024-03-23,SaffolaOil,Oil,Saffola,53,76.38,4048.14
2024-03-06,SaffolaOil,Oil,Saffola,24,68.44,1642.56
2024-03-22,DoveShampoo,Shampoo,Dove,43,75.96,3266.2799999999997
2024-03-21,RamenNoodles,Noodles,Ramen,64,32.06,2051.84
2024-03-14,LittleHeartsBiscuit,Biscuit,LittleHearts,23,28.13,646.99
2024-03-13,KnorrNoodles,Noodles,Knorr,24,20.15,483.59999999999997
2024-03-22,PurinaPawCatFood,CatFood,PurinaPaw,7,39.38,275.66
2024-03-08,NescafeCoffee,Coffee,Nescafe,77,22.41,1725.57
2024-03-09,AmulChocolate,Chocolate,Amul,29,80.26,2327.54
2024-03-14,TajMahalTea,Tea,TajMahal,95,42.77,4063.15
2024-03-23,CountryBeanCoffee,Coffee,CountryBean,62,42.33,2624.46
2024-03-25,TajMahalTea,Tea,TajMahal,52,44.76,2327.52
2024-03-02,LagomWalnuts,Walnuts,Lagom,65,34.58,2247.7
2024-03-09,PopcornMix,PopcornMix,,39,78.24,3051.3599999999997
2024-03-13,AmulChocolate,Chocolate,Amul,36,92.2,3319.2000000000003
2024-03-02,MadhurSugar,Sugar,Madhur,26,27.7,720.1999999999999
2024-03-14,MdhChickenMasala,ChickenMasala,Mdh,18,91.8,1652.3999999999999
2024-03-09,ContinentalCoffee,Coffee,Continental,85,33.69,2863.6499999999996
2024-03-05,LiptonTea,Tea,Lipton,30,93.14,2794.2
2024-03-21,NutrichoiceBiscuit,Biscuit,Nutrichoice,2,30.17,60.34
2024-03-06,NutrichoiceBiscuit,Biscuit,Nutrichoice,72,27.43,1974.96
2024-03-26,NescafeCoffee,Coffee,Nescafe,38,52.11,1980.18
2024-03-24,OreoBiscuit,Biscuit,Oreo,88,45.24,3981.1200000000003
2024-03-19,MadhurSugar,Sugar,Madhur,90,65.42,5887.8
2024-03-12,SunsilkShampoo,Shampoo,Sunsilk,96,53.05,5092.799999999999
2024-03-07,CadburyChocolate,Chocolate,Cadbury,26,86.59,2251.34
2024-03-13,IndiaGateRice,Rice,IndiaGate,48,19.75,948.0
2024-03-19,AachiVegMasala,VegMasala,Aachi,13,24.74,321.62
2024-03-01,PurinaPawCatFood,CatFood,PurinaPaw,52,24.24,1260.48
2024-03-15,FelineFeastCatFood,CatFood,FelineFeast,73,62.97,4596.8099999999995
2024-03-03,SaffolaOil,Oil,Saffola,86,15.89,1366.54
2024-03-02,TideDetergent,Detergent,Tide,22,72.24,1589.28
2024-03-27,DelMontePasta,Pasta,DelMonte,76,37.9,2880.4
2024-03-13,MTRVegMasala,VegMasala,MTR,1,31.21,31.21
2024-03-02,LifeBuoySanitizer,Sanitizer,LifeBuoy,31,17.48,541.88
2024-03-08,PopiePopcornMix,PopcornMix,Popie,8,20.45,163.6
2024-03-01,3RosesTea,Tea,3Roses,43,64.93,2791.9900000000002
2024-03-19,FelineFeastCatFood,CatFood,FelineFeast,14,77.24,1081.36
2024-03-11,HeinzKetchup,Ketchup,Heinz,82,69.22,5676.04
2024-03-02,TajMahalTea,Tea,TajMahal,89,58.81,5234.09
2024-03-10,ContinentalCoffee,Coffee,Continental,59,53.04,3129.36
2024-03-26,PatanjaliRice,Rice,Patanjali,81,47.29,3830.49
2024-03-28,PatanjaliRice,Rice,Patanjali,18,93.44,1681.92
2024-03-12,LittleHeartsBiscuit,Biscuit,LittleHearts,89,11.38,1012.82
2024-03-09,LifeBuoySanitizer,Sanitizer,LifeBuoy,34,63.3,2152.2
2024-03-06,CadburyChocolate,Chocolate,Cadbury,91,78.56,7148.96
2024-03-22,DettolSanitizer,Sanitizer,Dettol,45,97.0,4365.0
2024-03-11,NutrichoiceBiscuit,Biscuit,Nutrichoice,71,46.53,3303.63
2024-03-18,PatanjaliRice,Rice,Patanjali,39,41.52,1619.2800000000002
2024-03-14,LittleHeartsBiscuit,Biscuit,LittleHearts,37,69.97,2588.89
2024-03-18,LagomWalnuts,Walnuts,Lagom,58,31.29,1814.82
2024-03-05,OatsBreakfast,Breakfast,Oats,50,38.88,1944.0000000000002
2024-03-11,PopcornMix,PopcornMix,,27,67.15,1813.0500000000002
2024-03-18,NescafeCoffee,Coffee,Nescafe,66,76.02,5017.32
2024-03-03,VedakaPasta,Pasta,Vedaka,16,99.06,1584.96
2024-03-16,OreoBiscuit,Biscuit,Oreo,32,44.21,1414.72
2024-03-12,AachiVegMasala,VegMasala,Aachi,38,27.95,1062.1
2024-03-06,PurinaPawCatFood,CatFood,PurinaPaw,28,92.28,2583.84
2024-03-12,PatanjaliSalt,Salt,Patanjali,60,13.42,805.2
2024-03-13,AjwaDates,Dates,Ajwa,17,58.46,993.82
2024-03-11,AachiVegMasala,VegMasala,Aachi,30,64.25,1927.5
2024-03-15,ParrysSugar,Sugar,Parrys,77,40.17,3093.09
2024-03-23,HersheyChocolate,Chocolate,Hershey,88,68.23,6004.240000000001
2024-03-17,HersheyChocolate,Chocolate,Hershey,63,59.53,3750.39
2024-03-09,MindfulAlmonds,Almonds,Mindful,19,89.62,1702.7800000000002
2024-03-13,AshirvadFlour,Flour,Ashirvad,88,92.98,8182.240000000001
2024-03-12,DettolSanitizer,Sanitizer,Dettol,3,16.86,50.58
2024-03-15,MTRVegMasala,VegMasala,MTR,50,94.24,4712.0
2024-03-30,BasmatiRice,Rice,Basmati,39,16.47,642.3299999999999
2024-03-13,SunsilkShampoo,Shampoo,Sunsilk,8,24.98,199.84
2024-03-23,BrazilNutsAlmonds,Almonds,BrazilNuts,81,14.67,1188.27
2024-03-03,AachiVegMasala,VegMasala,Aachi,99,72.81,7208.1900000000005
2024-03-24,TideDetergent,Detergent,Tide,49,79.98,3919.02
2024-03-19,ContinentalCoffee,Coffee,Continental,11,41.83,460.13
2024-03-08,BrazilNutsAlmonds,Almonds,BrazilNuts,81,26.94,2182.1400000000003
2024-03-14,KellogsBreakfast,Breakfast,Kellogs,35,74.96,2623.6
2024-03-23,PatanjaliFlour,Flour,Patanjali,10,82.52,825.1999999999999
2024-03-09,ActIIPopcornMix,PopcornMix,ActII,72,60.34,4344.4800000000005
2024-03-02,CadburyChocolate,Chocolate,Cadbury,54,90.02,4861.08
2024-03-26,RamenNoodles,Noodles,Ramen,53,72.66,3850.98
2024-03-03,NutrigrainFlour,Flour,Nutrigrain,75,51.7,3877.5
2024-03-30,NutrichoiceBiscuit,Biscuit,Nutrichoice,59,86.16,5083.44
2024-03-21,AachiVegMasala,VegMasala,Aachi,24,12.96,311.04
2024-03-24,SunsilkShampoo,Shampoo,Sunsilk,49,41.58,2037.4199999999998
2024-03-13,SurfExcelDetergent,Detergent,SurfExcel,17,93.01,1581.17
2024-03-25,MindfulAlmonds,Almonds,Mindful,33,59.01,1947.33
2024-03-17,KellogsBreakfast,Breakfast,Kellogs,19,64.43,1224.17
2024-03-14,SaffolaOil,Oil,Saffola,86,43.72,3759.92
2024-03-14,OreoBiscuit,Biscuit,Oreo,36,56.53,2035.08
2024-03-10,AachiVegMasala,VegMasala,Aachi,68,26.29,1787.72
2024-03-15,FelineFeastCatFood,CatFood,FelineFeast,10,11.64,116.4
2024-03-31,LagomWalnuts,Walnuts,Lagom,66,32.95,2174.7000000000003
2024-03-29,LifeBuoySanitizer,Sanitizer,LifeBuoy,67,46.55,3118.85
2024-03-28,PopcornMix,PopcornMix,,85,25.84,2196.4
2024-03-25,LifeBuoySanitizer,Sanitizer,LifeBuoy,7,94.33,660.31
2024-03-05,FelineFeastCatFood,CatFood,FelineFeast,44,56.78,2498.32
2024-03-23,PurinaPawCatFood,CatFood,PurinaPaw,36,93.5,3366.0
2024-03-20,ContinentalCoffee,Coffee,Continental,100,76.04,7604.000000000001
2024-03-06,LiptonTea,Tea,Lipton,62,90.62,5618.4400000000005
2024-03-07,KhidriDates,Dates,Khidri,79,68.85,5439.15
2024-03-14,DettolSanitizer,Sanitizer,Dettol,7,18.33,128.31
2024-03-08,BasmatiRice,Rice,Basmati,82,40.51,3321.8199999999997
2024-03-13,RamenNoodles,Noodles,Ramen,35,32.9,1151.5
2024-03-29,WhikasCatFood,CatFood,Whikas,49,32.62,1598.3799999999999
2024-03-02,CranberryWalnuts,Walnuts,Cranberry,25,58.77,1469.25
2024-03-26,SaffolaOil,Oil,Saffola,60,64.79,3887.4000000000005
2024-03-01,CranberryWalnuts,Walnuts,Cranberry,77,31.66,2437.82
2024-03-06,ChocosBreakfast,Breakfast,Chocos,24,18.98,455.52
2024-03-04,NescafeCoffee,Coffee,Nescafe,28,55.94,1566.32
2024-03-10,PatanjaliSalt,Salt,Patanjali,21,43.48,913.0799999999999
2024-03-05,HamamSanitizer,Sanitizer,Hamam,41,27.09,1110.69
2024-03-16,PatanjaliRice,Rice,Patanjali,60,91.11,5466.6
2024-03-26,SurfExcelDetergent,Detergent,SurfExcel,17,13.42,228.14
2024-03-05,BasmatiRice,Rice,Basmati,54,65.25,3523.5
2024-03-24,NutrichoiceBiscuit,Biscuit,Nutrichoice,88,11.98,1054.24
2024-03-14,ChocosBreakfast,Breakfast,Chocos,36,99.78,3592.08
2024-03-07,PurinaPawCatFood,CatFood,PurinaPaw,62,84.81,5258.22
2024-03-16,SaffolaOil,Oil,Saffola,39,30.78,1200.42
2024-03-07,AshirvadFlour,Flour,Ashirvad,8,51.46,411.68
2024-03-21,BambinoPasta,Pasta,Bambino,77,47.21,3635.17
2024-03-08,3RosesTea,Tea,3Roses,13,77.26,1004.3800000000001
2024-03-05,PatanjaliFlour,Flour,Patanjali,62,10.04,622.4799999999999
2024-03-25,OhmsKetchup,Ketchup,Ohms,88,91.21,8026.48
2024-03-15,OhmsKetchup,Ketchup,Ohms,88,98.56,8673.28
2024-03-23,HoneyBaeSugar,Sugar,HoneyBae,10,23.2,232.0
2024-03-02,PatanjaliSalt,Salt,Patanjali,11,15.68,172.48
2024-03-17,RamenNoodles,Noodles,Ramen,68,87.01,5916.68
2024-03-15,MTRVegMasala,VegMasala,MTR,12,75.25,903.0
2024-03-01,PurinaPawCatFood,CatFood,PurinaPaw,82,40.08,3286.56
2024-03-25,KellogsBreakfast,Breakfast,Kellogs,69,60.59,4180.71
2024-03-31,PurinaPawCatFood,CatFood,PurinaPaw,31,40.24,1247.44
2024-03-01,3RosesTea,Tea,3Roses,4,53.78,215.12
2024-03-12,EasternChickenMasala,ChickenMasala,Eastern,46,38.4,1766.3999999999999
2024-03-03,LifeBuoySanitizer,Sanitizer,LifeBuoy,34,96.16,3269.44
2024-03-08,PatanjaliRice,Rice,Patanjali,23,63.02,1449.46
2024-03-12,MdhChickenMasala,ChickenMasala,Mdh,72,27.54,1982.8799999999999
2024-03-28,MindfulAlmonds,Almonds,Mindful,10,32.06,320.6
2024-03-28,MaggieNoodles,Noodles,Maggie,13,25.93,337.09
2024-03-22,LittleHeartsBiscuit,Biscuit,LittleHearts,61,41.41,2526.0099999999998
2024-03-05,BambinoPasta,Pasta,Bambino,65,34.59,2248.3500000000004
2024-03-02,KhidriDates,Dates,Khidri,59,15.94,940.4599999999999
2024-03-16,TajMahalTea,Tea,TajMahal,35,25.93,907.55
2024-03-08,PatanjaliRice,Rice,Patanjali,14,36.06,504.84000000000003
2024-03-14,FelineFeastCatFood,CatFood,FelineFeast,53,59.1,3132.3
2024-03-21,BambinoPasta,Pasta,Bambino,88,60.92,5360.96
2024-03-19,TataSalt,Salt,Tata,94,49.89,4689.66
2024-03-28,TataSalt,Salt,Tata,7,88.92,622.44
2024-03-30,PopcornMix,PopcornMix,,49,93.51,4581.990000000001
2024-03-28,FortuneOil,Oil,Fortune,50,70.52,3526.0
2024-03-23,ChocosBreakfast,Breakfast,Chocos,39,72.49,2827.1099999999997
2024-03-10,OatsBreakfast,Breakfast,Oats,92,55.55,5110.599999999999
2024-03-18,RinDetergent,Detergent,Rin,66,69.16,4564.5599999999995
2024-03-17,SunflowerOil,Oil,Sunflower,6,10.1,60.599999999999994
2024-03-17,BrazilNutsAlmonds,Almonds,BrazilNuts,10,34.32,343.2
2024-03-14,LifeBuoySanitizer,Sanitizer,LifeBuoy,100,50.08,5008.0
2024-03-08,KellogsBreakfast,Breakfast,Kellogs,35,16.48,576.8000000000001
2024-03-27,OatsBreakfast,Breakfast,Oats,6,93.63,561.78
2024-03-21,KissanKetchup,Ketchup,Kissan,54,44.73,2415.4199999999996
2024-03-06,DoveShampoo,Shampoo,Dove,9,68.22,613.98
2024-03-17,MdhChickenMasala,ChickenMasala,Mdh,9,76.91,692.1899999999999
2024-03-22,SakthiVegMasala,VegMasala,Sakthi,100,84.06,8406.0
2024-03-07,BasmatiRice,Rice,Basmati,25,32.59,814.7500000000001
2024-03-03,NescafeCoffee,Coffee,Nescafe,64,12.15,777.6
2024-03-22,FelineFeastCatFood,CatFood,FelineFeast,1,90.5,90.5
2024-03-05,AmulChocolate,Chocolate,Amul,27,51.17,1381.5900000000001
2024-03-06,EverestChickenMasala,ChickenMasala,Everest,96,70.78,6794.88
2024-03-13,Head&ShouldersShampoo,Shampoo,Head&Shoulders,80,66.15,5292.0
2024-03-04,HamamSanitizer,Sanitizer,Hamam,43,87.04,3742.7200000000003
2024-03-05,KissanKetchup,Ketchup,Kissan,55,83.45,4589.75
2024-03-20,HersheyChocolate,Chocolate,Hershey,57,15.03,856.7099999999999
2024-03-31,ParrysSugar,Sugar,Parrys,17,57.09,970.5300000000001
2024-03-25,AachiVegMasala,VegMasala,Aachi,16,99.74,1595.84
2024-03-16,KnorrNoodles,Noodles,Knorr,63,63.16,3979.08
2024-03-22,TajMahalTea,Tea,TajMahal,77,51.6,3973.2000000000003
2024-03-24,MdhChickenMasala,ChickenMasala,Mdh,93,90.97,8460.21
2024-03-09,CountryBeanCoffee,Coffee,CountryBean,16,12.18,194.88
2024-03-15,BambinoPasta,Pasta,Bambino,47,30.82,1448.54
2024-03-01,AmulChocolate,Chocolate,Amul,88,23.91,2104.08
2024-03-28,AachiVegMasala,VegMasala,Aachi,71,17.14,1216.94
2024-03-24,VedakaPasta,Pasta,Vedaka,1,91.65,91.65
2024-03-22,PopcornMix,PopcornMix,,87,92.6,8056.2
2024-03-15,AachiVegMasala,VegMasala,Aachi,69,97.6,6734.4
2024-03-01,MTRVegMasala,VegMasala,MTR,19,35.9,682.1
2024-03-21,NescafeCoffee,Coffee,Nescafe,91,24.08,2191.2799999999997
2024-03-28,OreoBiscuit,Biscuit,Oreo,24,39.08,937.92
2024-03-03,AshirvadFlour,Flour,Ashirvad,5,18.18,90.9
2024-03-19,AshirvadFlour,Flour,Ashirvad,7,81.35,569.4499999999999
2024-03-18,EverestChickenMasala,ChickenMasala,Everest,53,63.41,3360.73
2024-03-31,TajMahalTea,Tea,TajMahal,1,89.37,89.37
2024-03-10,KhidriDates,Dates,Khidri,61,74.93,4570.7300000000005
2024-03-15,KnorrNoodles,Noodles,Knorr,87,44.92,3908.04
2024-03-03,CadburyChocolate,Chocolate,Cadbury,66,25.81,1703.4599999999998
2024-03-31,HoneyBaeSugar,Sugar,HoneyBae,3,35.91,107.72999999999999
2024-03-25,DettolSanitizer,Sanitizer,Dettol,31,96.46,2990.2599999999998
2024-03-30,SakthiVegMasala,VegMasala,Sakthi,23,64.73,1488.7900000000002
2024-03-17,IndiaGateRice,Rice,IndiaGate,31,63.88,1980.28
2024-03-09,ChocosBreakfast,Breakfast,Chocos,3,35.02,105.06
2024-03-26,KhidriDates,Dates,Khidri,68,81.47,5539.96
2024-03-28,SaffolaOil,Oil,Saffola,85,76.07,6465.95
2024-03-07,KnorrNoodles,Noodles,Knorr,94,63.61,5979.34
2024-03-26,HamamSanitizer,Sanitizer,Hamam,19,22.14,420.66
